   1.0499994      0.99723995      -1.2740004    
   1.0599993      0.98449993      -1.3720005    
   1.0699993      0.97077996      -1.4700005    
   1.0799993      0.95607996      -1.5680006    
   1.0899993      0.94039994      -1.6660006    
   1.0999993      0.92373991      -1.7640007    
   1.1099993      0.90609992      -1.8620007    
   1.1199993      0.88747990      -1.9600008    
   1.1299993      0.86787987      -2.0580008    
   1.1399993      0.84729987      -2.1560009    
   1.1499993      0.82573986      -2.2540009    
   1.1599993      0.80319983      -2.3520010    
   1.1699992      0.77967983      -2.4500010    
   1.1799992      0.75517982      -2.5480011    
   1.1899992      0.72969979      -2.6460011    
   1.1999992      0.70323980      -2.7440012    
   1.2099992      0.67579979      -2.8420012    
   1.2199992      0.64737976      -2.9400012    
   1.2299992      0.61797976      -3.0380013    
   1.2399992      0.58759975      -3.1360013    
   1.2499992      0.55623972      -3.2340014    
   1.2599992      0.52389973      -3.3320014    
   1.2699991      0.49057972      -3.4300015    
   1.2799991      0.45627970      -3.5280015    
   1.2899991      0.42099968      -3.6260016    
   1.2999991      0.38473967      -3.7240016    
   1.3099991      0.34749964      -3.8220017    
   1.3199991      0.30927962      -3.9200017    
   1.3299991      0.27007961      -4.0180016    
   1.3399991      0.22989960      -4.1160016    
   1.3499991      0.18873958      -4.2140017    
   1.3599991      0.14659956      -4.3120017    
   1.3699991      0.10347955      -4.4100018    
   1.3799990      5.93795329E-02  -4.5080018    
   1.3899990      1.42995156E-02  -4.6060019    
   1.3999990      3.17605026E-02   4.7040019    
   1.4099990      7.88005218E-02   4.6060019    
   1.4199990      0.12486054       4.5080018    
   1.4299990      0.16994056       4.4100018    
   1.4399990      0.21404058       4.3120017    
   1.4499990      0.25716060       4.2140017    
   1.4599990      0.29930061       4.1160016    
   1.4699990      0.34046063       4.0180016    
   1.4799989      0.38064066       3.9200015    
   1.4899989      0.41984066       3.8220015    
   1.4999989      0.45806068       3.7240014    
   1.5099989      0.49530071       3.6260014    
   1.5199989      0.53156072       3.5280013    
   1.5299989      0.56684071       3.4300013    
   1.5399989      0.60114074       3.3320012    
   1.5499989      0.63446075       3.2340012    
   1.5599989      0.66680074       3.1360011    
   1.5699989      0.69816077       3.0380011    
   1.5799989      0.72854078       2.9400010    
   1.5899988      0.75794077       2.8420010    
   1.5999988      0.78636080       2.7440009    
   1.6099988      0.81380081       2.6460009    
   1.6199988      0.84026080       2.5480008    
   1.6299988      0.86574084       2.4500008    
   1.6399988      0.89024085       2.3520007    
   1.6499988      0.91376084       2.2540007    
   1.6599988      0.93630087       2.1560006    
   1.6699988      0.95786089       2.0580006    
   1.6799988      0.97844088       1.9600005    
   1.6899987      0.99804091       1.8620005    
   1.6999987       1.0166609       1.7640004    
   1.7099987       1.0343009       1.6660004    
   1.7199987       1.0509609       1.5680003    
   1.7299987       1.0666409       1.4700003    
   1.7399987       1.0813409       1.3720002    
   1.7499987       1.0950609       1.2740002    
   1.7599987       1.1078010       1.1760001    
   1.7699987       1.1195610       1.0780001    
   1.7799987       1.1303409      0.98000008    
   1.7899987       1.1401409      0.88200009    
   1.7999986       1.1489609      0.78400010    
   1.8099986       1.1568010      0.68600011    
   1.8199986       1.1636610      0.58800012    
   1.8299986       1.1695410      0.49000013    
   1.8399986       1.1744410      0.39200014    
   1.8499986       1.1783609      0.29400015    
   1.8599986       1.1813010      0.19600016    
   1.8699986       1.1832610      9.80001613E-02
   1.8799986       1.1842411      1.63912773E-07
   1.8899986       1.1842411     -9.79998335E-02
   1.8999985       1.1832610     -0.19599983    
   1.9099985       1.1813010     -0.29399982    
   1.9199985       1.1783611     -0.39199981    
   1.9299985       1.1744411     -0.48999980    
   1.9399985       1.1695411     -0.58799982    
   1.9499985       1.1636611     -0.68599981    
   1.9599985       1.1568011     -0.78399980    
   1.9699985       1.1489611     -0.88199979    
   1.9799985       1.1401410     -0.97999978    
   1.9899985       1.1303411      -1.0779998    
   1.9999985       1.1195611      -1.1759999    
   2.0099986       1.1078011      -1.2739999    
   2.0199986       1.0950611      -1.3720000    
   2.0299985       1.0813410      -1.4700000    
   2.0399985       1.0666410      -1.5680001    
   2.0499985       1.0509610      -1.6660001    
   2.0599985       1.0343010      -1.7640002    
   2.0699985       1.0166610      -1.8620002    
   2.0799985      0.99804103      -1.9600003    
   2.0899985      0.97844106      -2.0580003    
   2.0999985      0.95786107      -2.1560004    
   2.1099985      0.93630105      -2.2540004    
   2.1199985      0.91376102      -2.3520005    
   2.1299984      0.89024103      -2.4500005    
   2.1399984      0.86574101      -2.5480006    
   2.1499984      0.84026098      -2.6460006    
   2.1599984      0.81380099      -2.7440007    
   2.1699984      0.78636098      -2.8420007    
   2.1799984      0.75794095      -2.9400008    
   2.1899984      0.72854096      -3.0380008    
   2.1999984      0.69816095      -3.1360009    
   2.2099984      0.66680092      -3.2340009    
   2.2199984      0.63446093      -3.3320010    
   2.2299984      0.60114092      -3.4300010    
   2.2399983      0.56684089      -3.5280011    
   2.2499983      0.53156090      -3.6260011    
   2.2599983      0.49530089      -3.7240012    
   2.2699983      0.45806089      -3.8220012    
   2.2799983      0.41984087      -3.9200013    
   2.2899983      0.38064086      -4.0180011    
   2.2999983      0.34046087      -4.1160011    
   2.3099983      0.29930085      -4.2140012    
   2.3199983      0.25716084      -4.3120012    
   2.3299983      0.21404083      -4.4100013    
   2.3399982      0.16994081      -4.5080013    
   2.3499982      0.12486080      -4.6060014    
   2.3599982      7.88007826E-02  -4.7040014    
   2.3699982      3.17607708E-02  -4.8020015    
   2.3799982      1.62592418E-02   4.9000015    
   2.3899982      6.52592555E-02   4.8020015    
   2.3999982      0.11327927       4.7040014    
   2.4099982      0.16031928       4.6060014    
   2.4199982      0.20637929       4.5080013    
   2.4299982      0.25145930       4.4100013    
   2.4399981      0.29555932       4.3120012    
   2.4499981      0.33867931       4.2140012    
   2.4599981      0.38081932       4.1160011    
   2.4699981      0.42197934       4.0180011    
   2.4799981      0.46215934       3.9200010    
   2.4899981      0.50135934       3.8220010    
   2.4999981      0.53957933       3.7240009    
   2.5099981      0.57681936       3.6260009    
   2.5199981      0.61307937       3.5280008    
   2.5299981      0.64835936       3.4300008    
   2.5399981      0.68265939       3.3320007    
   2.5499980      0.71597940       3.2340007    
   2.5599980      0.74831939       3.1360006    
   2.5699980      0.77967942       3.0380006    
   2.5799980      0.81005943       2.9400005    
   2.5899980      0.83945942       2.8420005    
   2.5999980      0.86787945       2.7440004    
   2.6099980      0.89531946       2.6460004    
   2.6199980      0.92177945       2.5480003    
   2.6299980      0.94725943       2.4500003    
   2.6399980      0.97175944       2.3520002    
   2.6499979      0.99527943       2.2540002    
   2.6599979       1.0178194       2.1560001    
   2.6699979       1.0393794       2.0580001    
   2.6799979       1.0599594       1.9600000    
   2.6899979       1.0795594       1.8620000    
   2.6999979       1.0981795       1.7639999    
   2.7099979       1.1158195       1.6659999    
   2.7199979       1.1324794       1.5679998    
   2.7299979       1.1481594       1.4699998    
   2.7399979       1.1628594       1.3719997    
   2.7499979       1.1765795       1.2739997    
   2.7599978       1.1893195       1.1759996    
   2.7699978       1.2010795       1.0779996    
   2.7799978       1.2118595      0.97999960    
   2.7899978       1.2216594      0.88199961    
   2.7999978       1.2304794      0.78399962    
   2.8099978       1.2383194      0.68599963    
   2.8199978       1.2451794      0.58799964    
   2.8299978       1.2510594      0.48999965    
   2.8399978       1.2559594      0.39199966    
   2.8499978       1.2598794      0.29399967    
   2.8599977       1.2628193      0.19599968    
   2.8699977       1.2647793      9.79996845E-02
   2.8799977       1.2657593     -3.12924385E-07
   2.8899977       1.2657593     -9.80003104E-02
   2.8999977       1.2647793     -0.19600031    
   2.9099977       1.2628193     -0.29400030    
   2.9199977       1.2598792     -0.39200029    
   2.9299977       1.2559593     -0.49000028    
   2.9399977       1.2510593     -0.58800030    
   2.9499977       1.2451793     -0.68600029    
   2.9599977       1.2383193     -0.78400028    
   2.9699976       1.2304792     -0.88200027    
   2.9799976       1.2216592     -0.98000026    
   2.9899976       1.2118592      -1.0780003    
   2.9999976       1.2010792      -1.1760004    
