   1.00000000      0.287418693    
  0.500000000      0.146974474    
  0.250000000       7.42579177E-02
  0.125000000       3.73151936E-02
   6.25000000E-02   1.87032223E-02
   3.12500000E-02   9.36721731E-03
   1.56250000E-02   4.68822289E-03
   7.81250000E-03   2.32793530E-03
   3.90625000E-03   1.15712383E-03
   1.95312500E-03   6.46533445E-04
   9.76562500E-04   3.52560339E-04
   4.88281250E-04   9.86132072E-05
   2.44140625E-04   1.71302847E-04
   1.22070312E-04   1.01184822E-03
   6.10351562E-05   9.99508542E-04
   3.05175781E-05   3.94473551E-03
   1.52587891E-05   3.76047101E-03
   7.62939453E-06   1.50368027E-02
   3.81469727E-06   1.71394106E-02
   1.90734863E-06   7.28145987E-02
